,Laptop_name,Year,OS,CPU,CPU_Cores,CPU_Threads,CPU_Default_Clock,CPU_Boosted_Clock,CPU_Transistor_Size(nm),CPU_L3(MB),CPU_TDP,GPU,GPU_Memory(GB),GPU_Memory_Type,GPU_Bus_Width(bit),GPU clock(MHz),GPU memory clock(MHz),RAM(GB),RAM_bus,RAM_DDR,Storage(GB),Storage_Type,Display_Inch,Display_Height(pixel),Display_Width(pixel),Weight(kg),Price(USD)
1605,"Dell XPS 17 9700, i7-10750H GTX 1650Ti",2021.0,Windows,core i7-10750h,6,12,2.6,5.0,14,12,45 W,geforce gtx 1650 ti mobile,4,GDDR6,128,1350.0,1500.0,16,0,4,1024.0,SSD,17.3,1920,1200,2.53,2839.0
1606,"Dell XPS 15 9510, 11900H RTX 3050 Ti OLED",2021.0,Windows,core i9-11900h,8,16,2.1,4.9,10,24,35 W,geforce rtx 3050 ti mobile,4,GDDR6,128,735.0,1500.0,16,0,4,512.0,SSD,15.6,3840,2400,2.0,
1607,"Dell XPS 15 9510, 11800H RTX 3050 Ti FHD",2021.0,Windows,core i7-11800h,8,16,1.9,4.6,10,24,35 W,geforce rtx 3050 ti mobile,4,GDDR6,128,735.0,1500.0,16,0,4,512.0,SSD,15.6,1920,1080,2.0,2365.0
1608,Dell XPS 15 9500-XHR6F,2021.0,Windows,core i9-10885h,8,16,2.4,5.3,14,16,45 W,geforce gtx 1650 ti mobile,4,GDDR6,128,1350.0,1500.0,32,0,4,1024.0,SSD,15.6,3840,2400,2.1,
1609,Dell XPS 15 9500-NCFMG,2021.0,Windows,core i7-10750h,6,12,2.6,5.0,14,12,45 W,geforce gtx 1650 ti mobile,4,GDDR6,128,1350.0,1500.0,16,0,4,1024.0,SSD,15.6,3840,2160,2.05,2720.0
1610,Dell XPS 13 cn93214sc,2021.0,Windows,core i7-1165g7,4,8,2.8,4.7,10,12,28 W,iris xe graphics g7 96eus,0,,0,300.0,0.0,16,0,4,512.0,SSD,13.4,1920,1200,1.2,
1611,"Dell XPS 13 9310, i5-1135G7 FHD",2021.0,Windows,core i5-1135g7,4,8,2.4,4.2,10,8,28 W,iris xe graphics g7 80eus,0,,0,300.0,0.0,8,0,4,512.0,SSD,13.4,1920,1200,1.2,1656.0
1612,Dell XPS 13 9310 cn93214sc,2021.0,Windows,core i7-1165g7,4,8,2.8,4.7,10,12,28 W,iris xe graphics g7 96eus,0,,0,300.0,0.0,16,0,4,512.0,SSD,13.4,1920,1200,1.84,
1613,"Dell XPS 13 9310 2-in-1, i5-1135G7",2021.0,Windows,core i5-1135g7,4,8,2.4,4.2,10,8,28 W,iris xe graphics g7 80eus,0,,0,300.0,0.0,8,0,4,256.0,SSD,13.4,1920,1200,1.3,
1614,"Dell Vostro 15 5515, R7 5700U",2021.0,Windows,ryzen 7 5700u,8,16,1.8,4.3,7,8,15 W,radeon rx vega 8,0,,0,2000.0,0.0,16,0,4,512.0,SSD,15.6,1920,1080,1.63,
1615,"Dell Vostro 15 5502, i3-1115G4",2021.0,Windows,core i3-1115g4,2,4,3.0,4.1,10,6,28 W,uhd graphics xe g4 48eus,0,,0,1450.0,0.0,8,0,4,256.0,SSD,15.6,1920,1080,1.64,828.0
1616,Dell Vostro 15 3501,2021.0,Windows,core i3-1005g1,2,4,1.2,3.4,10,4,15 W,uhd graphics g1,0,,0,300.0,0.0,4,0,4,1024.0,HDD,15.6,1920,1080,1.9,
1617,"Dell Vostro 14 3401, i7-1165G7",2021.0,Windows,core i7-1165g7,4,8,2.8,4.7,10,12,28 W,geforce mx330,2,GDDR5,64,1531.0,1752.0,8,0,4,512.0,SSD,14.0,1920,1080,1.64,
1618,"Dell Precision 7560, i7-11850H RTX A4000",2021.0,Windows,core i7-11850h,8,16,2.1,4.8,10,24,35 W,rtx a4000 mobile,8,GDDR6,256,1140.0,1500.0,32,0,4,2048.0,SSD,15.6,1920,1080,2.49,
1619,Dell Precision 15 3561-YWR00,2021.0,Windows,core i9-11950h,8,16,2.1,5.0,10,24,35 W,t600 mobile,4,GDDR6,128,930.0,1250.0,16,0,4,512.0,SSD,15.6,1920,1080,1.79,2957.0
1620,Dell Precision 15 3560 J6V7Y,2021.0,Windows,core i5-1135g7,4,8,2.4,4.2,10,8,28 W,t500 mobile,2,GDDR6,64,1365.0,1250.0,8,0,4,512.0,SSD,15.6,1920,1080,1.59,1419.0
1621,Dell Latitude 7320 Detachable 34TR3,2021.0,Windows,core i5-1140g7,4,8,4.2,,10,8,15 W,iris xe graphics g7 80eus,0,,0,300.0,0.0,8,0,4,256.0,SSD,13.0,1920,1280,0.789,
1622,Dell Latitude 15 9520-NMM8M,2021.0,Windows,core i7-1185g7,4,8,3.0,4.8,10,12,28 W,iris xe graphics g7 96eus,0,,0,300.0,0.0,16,0,4,512.0,SSD,15.6,1920,1080,1.4,2543.0
1623,"Dell Latitude 15 7520, i7-1165G7",2021.0,Windows,core i7-1165g7,4,8,2.8,4.7,10,12,28 W,iris xe graphics g7 96eus,0,,0,300.0,0.0,16,0,4,256.0,SSD,15.6,1920,1080,1.76,
1624,"Dell Latitude 15 5520, i7-1185G7",2021.0,Windows,core i7-1185g7,4,8,3.0,4.8,10,12,28 W,iris xe graphics g7 96eus,0,,0,300.0,0.0,16,0,4,512.0,SSD,15.6,1920,1080,1.59,
1625,"Dell Latitude 15 5520, i5-1135G7",2021.0,Windows,core i5-1135g7,4,8,2.4,4.2,10,8,28 W,iris xe graphics g7 80eus,0,,0,300.0,0.0,8,0,4,256.0,SSD,15.6,1920,1080,1.59,1183.0
1626,Dell Latitude 15 3520-7D36T,2021.0,Windows,core i5-1135g7,4,8,2.4,4.2,10,8,28 W,iris xe graphics g7 80eus,0,,0,300.0,0.0,8,0,4,256.0,SSD,15.6,1920,1080,1.79,804.0
1627,"Dell Latitude 14 9420 2-in-1, i5-1135G7",2021.0,Windows,core i5-1135g7,4,8,2.4,4.2,10,8,28 W,iris xe graphics g7 80eus,0,,0,300.0,0.0,8,0,4,256.0,SSD,14.0,1920,1200,1.27,1786.0
1628,"Dell Latitude 14 7420, i7-1185G7",2021.0,Windows,core i7-1185g7,4,8,3.0,4.8,10,12,28 W,iris xe graphics g7 96eus,0,,0,300.0,0.0,16,0,4,512.0,SSD,14.0,1920,1080,1.22,2247.0
1629,"Dell Latitude 14 5420, i7-1165G7",2021.0,Windows,core i7-1165g7,4,8,2.8,4.7,10,12,28 W,iris xe graphics g7 96eus,0,,0,300.0,0.0,16,0,4,512.0,SSD,14.0,1920,1080,1.4,1656.0
1630,"Dell Latitude 13 7320, i7-1185G7",2021.0,Windows,core i7-1185g7,4,8,3.0,4.8,10,12,28 W,iris xe graphics g7 96eus,0,,0,300.0,0.0,16,0,4,512.0,SSD,13.3,1920,1080,1.29,2129.0
1631,"Dell Latitude 13 7320 2-in-1, i7-1185G7",2021.0,Windows,core i7-1185g7,4,8,3.0,4.8,10,12,28 W,iris xe graphics g7 96eus,0,,0,300.0,0.0,16,0,4,512.0,SSD,13.3,1920,1080,1.12,
1632,"Dell Latitude 13 3320, i5-1135G7",2021.0,Windows,core i5-1135g7,4,8,2.4,4.2,10,8,28 W,iris xe graphics g7 80eus,0,,0,300.0,0.0,8,0,4,256.0,SSD,13.3,1920,1080,1.16,946.0
1633,"Dell Latitude 12 7210 2-in-1, i5-10210U",2021.0,Windows,core i5-10210u,4,8,1.6,4.2,14,6,25 W,uhd graphics 620,0,,0,300.0,0.0,8,0,1,256.0,SSD,12.3,1920,1080,0.85,2011.0
1634,"Dell Latitude 11 3190 2-in-1, Pentium N5030",2021.0,Windows,pentium silver n5030,4,4,1.1,3.3,14,4,6 W,uhd graphics 605,0,,0,200.0,0.0,8,0,4,256.0,SSD,11.6,1366,768,1.47,828.0
1635,"Dell Inspiron 15 5515, R7 5700U",2021.0,Windows,ryzen 7 5700u,8,16,1.8,4.3,7,8,15 W,radeon rx vega 8,0,,0,2000.0,0.0,16,0,4,512.0,SSD,15.6,1920,1080,1.75,946.0
1636,"Dell Inspiron 15 5515, R5 5500U",2021.0,Windows,ryzen 5 5500u,6,12,2.1,4.0,7,8,15 W,radeon rx vega 7,0,,0,1800.0,0.0,8,0,4,512.0,SSD,15.6,1920,1080,1.75,769.0
1637,"Dell Inspiron 15 3511, i3-1115G4",2021.0,Windows,core i3-1115g4,2,4,3.0,4.1,10,6,28 W,uhd graphics xe g4 48eus,0,,0,1450.0,0.0,4,0,4,256.0,SSD,15.6,1920,1080,1.7,
1638,Dell Inspiron 15 3501-XT8R1,2021.0,Windows,core i3-1115g4,2,4,3.0,4.1,10,6,28 W,uhd graphics xe g4 48eus,0,,0,1450.0,0.0,8,0,4,256.0,SSD,15.6,1920,1080,1.91,591.0
1639,Dell Inspiron 15 3501-W85KM,2021.0,Windows,core i5-1035g1,4,8,1.0,3.6,10,6,15 W,uhd graphics g1,0,,0,300.0,0.0,8,0,4,256.0,SSD,15.6,1920,1080,1.91,
1640,Dell Inspiron 15 3501-PFV0X,2021.0,Windows,core i5-1135g7,4,8,2.4,4.2,10,8,28 W,iris xe graphics g7 80eus,0,,0,300.0,0.0,8,0,4,512.0,SSD,15.6,1920,1080,1.91,828.0
1641,"Dell Inspiron 14 7415-6JDWR, 2-in-1",2021.0,Windows,ryzen 7 5700u,8,16,1.8,4.3,7,8,15 W,radeon rx vega 8,0,,0,2000.0,0.0,16,0,4,512.0,SSD,14.0,1920,1080,1.65,1159.0
1642,Dell Inspiron 14 5410 2-in-1,2021.0,Windows,core i5-1135g7,4,8,2.4,4.2,10,8,28 W,iris xe graphics g7 80eus,0,,0,300.0,0.0,8,0,4,512.0,SSD,14.0,1920,1080,1.65,946.0
1643,"Dell Inspiron 14 5406, i5-1135G7 MX330",2021.0,Windows,core i5-1135g7,4,8,2.4,4.2,10,8,28 W,geforce mx330,2,GDDR5,64,1531.0,1752.0,8,0,4,512.0,SSD,14.0,1920,1080,1.72,1301.0
1644,"Dell Inspiron 13 7306 2-in-1, i7-1165G7",2021.0,Windows,core i7-1165g7,4,8,2.8,4.7,10,12,28 W,iris xe graphics g7 96eus,0,,0,300.0,0.0,16,0,4,512.0,SSD,13.3,3840,2160,1.37,1597.0
1645,"Dell Inspiron 13 5301, i5-1135G7",2021.0,Windows,core i5-1135g7,4,8,2.4,4.2,10,8,28 W,iris xe graphics g7 80eus,0,,0,300.0,0.0,8,0,4,256.0,SSD,13.3,1920,1080,1.23,828.0
1646,Dell G5 15 5500-ND60C,2021.0,Windows,core i7-10750h,6,12,2.6,5.0,14,12,45 W,geforce rtx 2070 max-q,8,GDDR6,256,885.0,1500.0,16,0,4,512.0,SSD,15.6,1920,1080,2.4,1892.0
1647,"Dell G5 15 5500, i7-10750H RTX 2070",2021.0,Windows,core i7-10750h,6,12,2.6,5.0,14,12,45 W,geforce rtx 2070 mobile,8,GDDR6,256,1215.0,1750.0,16,0,4,512.0,SSD,15.6,1920,1080,2.4,1183.0
1648,"Dell G15 5515, 5800H RTX 3060",2021.0,Windows,ryzen 7 5800h,8,16,3.2,4.4,7,16,45 W,geforce rtx 3060 mobile,6,GDDR6,192,900.0,1750.0,16,0,4,512.0,SSD,15.6,1920,1080,2.57,
1649,"Dell G15 5515, 5600H RTX 3050 Ti",2021.0,Windows,ryzen 5 5600h,6,12,3.3,4.2,7,16,45 W,geforce rtx 3050 ti mobile,4,GDDR6,128,735.0,1500.0,16,0,4,512.0,SSD,15.6,1920,1080,2.57,
1650,"Dell G15 5515, 5600H RTX 3050",2021.0,Windows,ryzen 5 5600h,6,12,3.3,4.2,7,16,45 W,geforce rtx 3050 mobile,4,GDDR6,128,712.0,1500.0,8,0,4,512.0,SSD,15.6,1920,1080,2.57,
1651,Dell G15 5510-Y4V8G,2021.0,Windows,core i7-10870h,8,16,2.2,5.0,14,16,45 W,geforce rtx 3050 mobile,4,GDDR6,128,712.0,1500.0,16,0,4,512.0,SSD,15.6,1920,1080,2.65,1301.0
1652,Dell G15 5510-F7PKR,2021.0,Windows,core i7-10870h,8,16,2.2,5.0,14,16,45 W,geforce rtx 3060 mobile,6,GDDR6,192,900.0,1750.0,16,0,4,512.0,SSD,15.6,1920,1080,2.65,1538.0
1653,Gigabyte G5 KC,2021.0,Windows,core i5-10500h,6,12,2.5,4.5,14,12,45 W,geforce rtx 3060 mobile,6,GDDR6,192,900.0,1750.0,16,0,4,512.0,SSD,15.6,1920,1080,2.13,1183.0
1654,Gigabyte Aero 15 OLED XD,2021.0,Windows,core i7-11800h,8,16,1.9,4.6,10,24,35 W,geforce rtx 3070 mobile,8,GDDR6,256,1110.0,1750.0,32,0,4,1024.0,SSD,15.6,3840,2160,2.23,2839.0
1655,Gigabyte Aero 17 HDR YD,2021.0,Windows,core i9-11980hk,8,16,2.6,5.0,10,24,45 W,geforce rtx 3080 mobile,8,GDDR6,256,1110.0,1750.0,32,0,4,512.0,SSD,17.3,3840,2160,2.766,4613.0
1656,Gigabyte Aero 15 WB-7ES1130SH,2021.0,Windows,core i7-10750h,6,12,2.6,5.0,14,12,45 W,geforce rtx 2070 max-q,8,GDDR6,256,885.0,1500.0,16,0,4,512.0,SSD,15.6,1920,1080,2.0,
1657,Gigabyte Aero 15 OLED XC,2021.0,Windows,core i7-10870h,8,16,2.2,5.0,14,16,45 W,geforce rtx 3070 mobile,8,GDDR6,256,1110.0,1750.0,32,0,4,1024.0,SSD,15.6,3840,2160,2.23,2720.0
1658,Gigabyte Aero 17 HDR YC,2021.0,Windows,core i9-10980hk,8,16,2.4,5.3,14,16,45 W,geforce rtx 3080 mobile,8,GDDR6,256,1110.0,1750.0,64,0,4,1024.0,SSD,17.3,3840,2160,2.76,4612.0
1659,Gigabyte G5 MD-51US123SH,2021.0,Windows,core i5-11400h,6,12,2.2,4.5,10,12,35 W,geforce rtx 3050 ti mobile,4,GDDR6,128,735.0,1500.0,16,0,4,512.0,SSD,15.6,1920,1080,2.2,1419.0
1660,Gigabyte Aero 17 HDR XD,2021.0,Windows,core i7-11800h,8,16,1.9,4.6,10,24,35 W,geforce rtx 3070 mobile,8,GDDR6,256,1110.0,1750.0,32,0,4,1024.0,SSD,17.3,3840,2160,2.5,3193.0
1661,Gigabyte Aero 15 OLED YC,2021.0,Windows,core i9-10980hk,8,16,2.4,5.3,14,16,45 W,geforce rtx 3080 mobile,8,GDDR6,256,1110.0,1750.0,64,0,4,2048.0,SSD,15.6,3840,2160,2.0,4376.0
1662,Gigabyte Aero 15 OLED WB-8NL5130SP,2021.0,Windows,core i7-10875h,8,16,2.1,5.1,14,16,45 W,geforce rtx 2070 max-q,8,GDDR6,256,885.0,1500.0,16,0,4,512.0,SSD,15.6,3840,2160,2.0,
1663,HP Omen 16-b0085ng,2021.0,Windows,core i7-11800h,8,16,1.9,4.6,10,24,35 W,geforce rtx 3070 mobile,8,GDDR6,256,1110.0,1750.0,16,3200,4,512.0,SSD,16.1,1920,1080,2.37,2128.0
1664,HP Pavilion 15-eg0021nr,2021.0,Windows,core i7-1165g7,4,8,2.8,4.7,10,12,28 W,iris xe graphics g7 96eus,0,,0,300.0,0.0,16,0,4,512.0,SSD,15.6,1920,1080,1.75,
1665,HP Victus 16-e0179ng,2021.0,Windows,ryzen 7 5800h,8,16,3.2,4.4,7,16,45 W,geforce rtx 3060 mobile,6,GDDR6,192,900.0,1750.0,16,0,4,1024.0,SSD,16.1,1920,1080,2.473,1655.0
1666,HP 14s-fq1357ng,2021.0,Windows,ryzen 5 5500u,6,12,2.1,4.0,7,8,15 W,radeon rx vega 7,0,,0,1800.0,0.0,16,0,4,512.0,SSD,14.0,1920,1080,1.46,
1667,HP ZBook Studio 15 G8,2021.0,Windows,core i9-11950h,8,16,2.1,5.0,10,24,35 W,geforce rtx 3070 mobile,8,GDDR6,256,1110.0,1750.0,32,1600,4,2048.0,SSD,15.6,3840,2160,1.947,4200.0
1668,HP EliteBook 830 G8-i7-1165G7,2021.0,Windows,core i7-1165g7,4,8,2.8,4.7,10,12,28 W,iris xe graphics g7 96eus,0,,0,300.0,0.0,32,0,4,1024.0,SSD,13.3,1920,1080,1.329,3430.0
1669,HP Envy 17-cg,2021.0,Windows,core i5-1135g7,4,8,2.4,4.2,10,8,28 W,geforce mx450,2,GDDR6,64,1395.0,1250.0,16,0,4,1024.0,SSD,17.3,1920,1080,2.73,1183.0
1670,HP EliteBook 850 G8 3C7Z8EA,2021.0,Windows,core i7-1165g7,4,8,2.8,4.7,10,12,28 W,iris xe graphics g7 96eus,0,,0,300.0,0.0,32,0,4,1024.0,SSD,15.6,1920,1080,1.75,3785.0
1671,HP Pavilion Aero 13 be0097nr,2021.0,Windows,ryzen 7 5800u,8,16,1.9,4.4,7,16,15 W,radeon rx vega 8,0,,0,2000.0,0.0,16,1600,4,512.0,SSD,13.3,1920,1200,0.953,990.0
1672,HP EliteBook 840 Aero G8 3E4Q6AA,2021.0,Windows,core i7-1185g7,4,8,3.0,4.8,10,12,28 W,iris xe graphics g7 96eus,0,,0,300.0,0.0,16,0,4,512.0,SSD,14.0,1920,1080,1.2,2300.0
1673,HP ProBook x360 435 G8 R7-5800U,2021.0,Windows,ryzen 7 5800u,8,16,1.9,4.4,7,16,15 W,radeon rx vega 8,0,,0,2000.0,0.0,16,0,4,512.0,SSD,13.3,1920,1080,1.459,1301.0
1674,HP Pavilion x360 14-dy0157ng,2021.0,Windows,core i5-1135g7,4,8,2.4,4.2,10,8,28 W,iris xe graphics g7 80eus,0,,0,300.0,0.0,16,0,4,512.0,SSD,14.0,1920,1080,1.5,1063.0
1675,HP Pavilion x360 15-er0155ng,2021.0,Windows,core i5-1135g7,4,8,2.4,4.2,10,8,28 W,iris xe graphics g7 80eus,0,,0,300.0,0.0,16,0,4,512.0,SSD,15.6,1920,1080,1.79,1063.0
1676,HP 15s-fq2037ns,2021.0,Windows,core i3-1115g4,2,4,3.0,4.1,10,6,28 W,uhd graphics xe g4 48eus,0,,0,1450.0,0.0,8,0,4,256.0,SSD,15.6,1920,1080,1.69,
1677,HP Pavilion 15-eg,2021.0,Windows,core i7-1165g7,4,8,2.8,4.7,10,12,28 W,geforce mx450,2,GDDR6,64,1395.0,1250.0,16,0,4,1024.0,SSD,15.6,1920,1080,1.747,1000.0
1678,HP Elite Dragonfly Max,2021.0,Windows,core i7-1185g7,4,8,3.0,4.8,10,12,28 W,iris xe graphics g7 96eus,0,,0,300.0,0.0,16,0,4,512.0,SSD,13.3,1920,1080,1.164,2450.0
1679,HP Pavilion x360 14-dy0061TU,2021.0,Windows,core i3-1125g4,4,8,2.0,3.7,10,8,28 W,uhd graphics xe g4 48eus,0,,0,1450.0,0.0,8,0,4,512.0,SSD,14.0,1920,1080,1.5,
1680,HP Spectre x360 14-ea0378ng,2021.0,Windows,core i7-1165g7,4,8,2.8,4.7,10,12,28 W,iris xe graphics g7 96eus,0,,0,300.0,0.0,16,0,4,1024.0,SSD,13.5,3000,2000,1.34,2246.0
1681,HP Envy x360 15-eu0097nr,2021.0,Windows,ryzen 7 5700u,8,16,1.8,4.3,7,8,15 W,radeon rx vega 8,0,,0,2000.0,0.0,16,1600,4,512.0,SSD,15.6,1920,1080,1.86,1000.0
1682,HP Envy 13-ba1475ng,2021.0,Windows,core i7-1165g7,4,8,2.8,4.7,10,12,28 W,geforce mx450,2,GDDR6,64,1395.0,1250.0,16,0,4,512.0,SSD,13.3,1920,1080,1.25,1300.0
1683,HP 14s-dq2004ns,2021.0,Windows,core i5-1135g7,4,8,2.4,4.2,10,8,28 W,iris xe graphics g7 80eus,0,,0,300.0,0.0,8,0,4,512.0,SSD,14.0,1920,1080,1.45,887.0
1684,HP Envy x360 14m-dw0023dx,2021.0,Windows,core i5-1035g1,4,8,1.0,3.6,10,6,15 W,uhd graphics g1,0,,0,300.0,0.0,8,0,4,256.0,SSD,14.0,1920,1080,1.61,
1685,HP Pavilion Gaming 16-a0044ns,2021.0,Windows,core i5-10300h,4,8,2.5,4.5,14,6,45 W,geforce gtx 1650 ti mobile,4,GDDR6,128,1350.0,1500.0,8,0,4,512.0,SSD,16.1,1920,1080,2.5,946.0
1686,HP Pavilion 14-dv0001ns,2021.0,Windows,core i5-1135g7,4,8,2.4,4.2,10,8,28 W,iris xe graphics g7 80eus,0,,0,300.0,0.0,16,0,4,1024.0,SSD,14.0,1920,1080,1.41,
1687,HP Spectre x360 13-aw2003dx,2021.0,Windows,core i5-1135g7,4,8,2.4,4.2,10,8,28 W,iris xe graphics g7 80eus,0,,0,300.0,0.0,8,2133,4,512.0,SSD,13.3,3840,2160,1.223,1300.0
1688,HP 255 G7 159P1EA,2021.0,Windows,ryzen 3 3200u,2,4,2.6,3.5,14,4,15 W,radeon rx vega 3,0,,0,1200.0,0.0,8,0,4,512.0,SSD,15.6,1920,1080,1.78,827.0
1689,"HP ZBook Studio G8, i7-11850H RTX 3060",2021.0,Windows,core i7-11850h,8,16,2.1,4.8,10,24,35 W,geforce rtx 3060 mobile,6,GDDR6,192,900.0,1750.0,32,0,4,2048.0,SSD,15.6,1920,1080,1.79,
1690,HP Pavilion 15-ec2016ns,2021.0,Windows,ryzen 5 5600u,6,12,2.3,4.2,7,16,15 W,radeon rx vega 7,0,,0,1800.0,0.0,8,0,4,512.0,SSD,15.6,1920,1080,1.98,
1691,"HP 340S G7, i3-1005G1",2021.0,Windows,core i3-1005g1,2,4,1.2,3.4,10,4,15 W,uhd graphics g1,0,,0,300.0,0.0,4,0,4,512.0,SSD,14.0,1920,1080,1.35,591.0
1692,HP ProBook 440 G8-2W1G4EA,2021.0,Windows,core i7-1165g7,4,8,2.8,4.7,10,12,28 W,iris xe graphics g7 96eus,0,,0,300.0,0.0,16,0,4,512.0,SSD,14.0,1920,1080,1.38,1325.0
1693,"HP ZBook Power G7, i7-10750H Quadro T1000 Max-Q",2021.0,Windows,core i7-10750h,6,12,2.6,5.0,14,12,45 W,quadro t1000 max-q,4,GDDR5,128,765.0,1250.0,16,0,4,512.0,SSD,15.6,1920,1080,1.92,
1694,HP 15s-fq2042ns,2021.0,Windows,core i7-1165g7,4,8,2.8,4.7,10,12,28 W,iris xe graphics g7 96eus,0,,0,300.0,0.0,16,0,4,512.0,SSD,15.6,1920,1080,1.69,1124.0
1695,HP Envy 14-eb0490nd,2021.0,Windows,core i7-1165g7,4,8,2.8,4.7,10,12,28 W,iris xe graphics g7 96eus,0,,0,300.0,0.0,16,0,4,1024.0,SSD,14.0,1920,1200,1.49,
1696,HP Omen 15-dh1020tx,2021.0,Windows,core i7-10750h,6,12,2.6,5.0,14,12,45 W,geforce rtx 2070 mobile,8,GDDR6,256,1215.0,1750.0,32,0,4,512.0,SSD,15.6,1920,1080,2.4,
1697,HP ZBook Firefly 15 G8 2C9R7EA,2021.0,Windows,core i7-1165g7,4,8,2.8,4.7,10,12,28 W,t500 mobile,2,GDDR6,64,1365.0,1250.0,32,0,4,1024.0,SSD,15.6,1920,1080,1.752,2484.0
1698,HP ZBook Firefly 15 G8-313P1EA,2021.0,Windows,core i7-1185g7,4,8,3.0,4.8,10,12,28 W,t500 mobile,2,GDDR6,64,1365.0,1250.0,32,0,4,1024.0,SSD,15.6,3840,2160,1.75,2602.0
1699,HP Omen 15-en0006na,2021.0,Windows,ryzen 7 4800h,8,16,2.9,4.2,7,12,54 W,geforce gtx 1660 ti mobile,6,GDDR6,192,1455.0,1500.0,8,0,4,512.0,SSD,15.6,1920,1080,2.37,
1700,HP Pavilion 14-dv0020ns,2021.0,Windows,core i5-1135g7,4,8,2.4,4.2,10,8,28 W,iris xe graphics g7 80eus,0,,0,300.0,0.0,8,0,4,512.0,SSD,14.0,1920,1080,1.41,946.0
1701,"HP 240 G8, i3-1005G1",2021.0,Windows,core i3-1005g1,2,4,1.2,3.4,10,4,15 W,uhd graphics g1,0,,0,300.0,0.0,4,0,4,256.0,SSD,14.0,1920,1080,1.47,
1702,HP 14s-dq2013ns,2021.0,Windows,core i7-1165g7,4,8,2.8,4.7,10,12,28 W,iris xe graphics g7 96eus,0,,0,300.0,0.0,16,0,4,512.0,SSD,14.0,1920,1080,1.46,
1703,HP ZBook Fury 17 G7 119W5EA,2021.0,Windows,core i9-10885h,8,16,2.4,5.3,14,16,45 W,quadro rtx 4000 max-q,8,GDDR6,256,780.0,1625.0,32,0,4,1024.0,SSD,17.3,3840,2160,2.922,5677.0
1704,HP Pavilion 15-eh0000ns,2021.0,Windows,ryzen 5 4500u,6,6,2.3,4.0,7,11,25 W,radeon rx vega 6,0,,0,1500.0,0.0,8,0,4,512.0,SSD,15.6,1920,1080,1.75,887.0
1705,HP Pavilion 15-eg0432ng,2021.0,Windows,core i3-1115g4,2,4,3.0,4.1,10,6,28 W,uhd graphics xe g4 48eus,0,,0,1450.0,0.0,8,0,4,256.0,SSD,15.6,1920,1080,1.75,970.0
1706,HP EliteBook x360 1040 G7 1Q6B4ES,2021.0,Windows,core i7-10710u,6,12,1.1,4.7,14,12,25 W,uhd graphics 620,0,,0,300.0,0.0,16,0,4,512.0,SSD,14.0,1920,1080,1.35,
1707,HP 15s-fq2011ns,2021.0,Windows,core i7-1165g7,4,8,2.8,4.7,10,12,28 W,iris xe graphics g7 96eus,0,,0,300.0,0.0,16,0,4,1024.0,SSD,15.6,1920,1080,1.7,
1708,HP ZBook Studio G7,2021.0,Windows,core i9-10885h,8,16,2.4,5.3,14,16,45 W,quadro rtx 3000 max-q,6,GDDR6,192,600.0,1500.0,32,0,4,1024.0,SSD,15.6,3840,2160,1.955,4199.0
1709,HP Envy 17-cg1000ns,2021.0,Windows,core i7-1165g7,4,8,2.8,4.7,10,12,28 W,geforce mx450,2,GDDR6,64,1395.0,1250.0,16,0,4,512.0,SSD,17.3,1920,1080,1.84,
1710,"HP ProBook x360 435 G7, Ryzen 3 4300U",2021.0,Windows,ryzen 3 4300u,4,4,2.7,3.7,7,4,25 W,radeon rx vega 5,0,,0,1400.0,0.0,8,0,4,256.0,SSD,13.3,1920,1080,1.45,1005.0
1711,HP ZBook Firefly 14 G8 2C9Q2EA,2021.0,Windows,core i7-1165g7,4,8,2.8,4.7,10,12,28 W,t500 mobile,2,GDDR6,64,1365.0,1250.0,16,0,4,1024.0,SSD,14.0,1920,1080,1.413,2011.0
1712,HP 14s-dq2011ns,2021.0,Windows,core i3-1115g4,2,4,3.0,4.1,10,6,28 W,uhd graphics xe g4 48eus,0,,0,1450.0,0.0,8,0,4,512.0,SSD,14.0,1920,1080,1.84,
1713,HP Envy 13-ba1033tx,2021.0,Windows,core i7-1165g7,4,8,2.8,4.7,10,12,28 W,geforce mx450,2,GDDR6,64,1395.0,1250.0,16,0,4,512.0,SSD,13.3,1920,1080,1.3,
1714,HP 14s-dq2012ns,2021.0,Windows,core i5-1135g7,4,8,2.4,4.2,10,8,28 W,iris xe graphics g7 80eus,0,,0,300.0,0.0,16,0,4,256.0,SSD,14.0,1920,1080,1.5,
1715,HP Pavilion 13-bb0667ng,2021.0,Windows,core i7-1165g7,4,8,2.8,4.7,10,12,28 W,iris xe graphics g7 96eus,0,,0,300.0,0.0,16,0,4,1024.0,SSD,13.3,1920,1080,1.24,1183.0
1716,HP Envy 14-eb0010nr,2021.0,Windows,core i5-1135g7,4,8,2.4,4.2,10,8,28 W,geforce gtx 1650 ti max-q,4,GDDR6,128,1035.0,1250.0,16,0,4,256.0,SSD,14.0,1920,1200,1.63,1250.0
1717,HP 15s-eq1054ns,2021.0,Windows,ryzen 5 4500u,6,6,2.3,4.0,7,11,25 W,radeon rx vega 6,0,,0,1500.0,0.0,8,0,4,256.0,SSD,15.6,1920,1080,1.7,
1718,HP 15s-fq2000ns,2021.0,Windows,core i5-1135g7,4,8,2.4,4.2,10,8,28 W,iris xe graphics g7 80eus,0,,0,300.0,0.0,12,0,4,512.0,SSD,15.6,1920,1080,1.7,
